txn_id,customer_id,txn_date,amount_myr,channel,category,merchant
T0005243,C00285,2026-02-13,216.99,Debit Card,Cash Withdrawal,ATM Withdrawal
T0013489,C00726,2026-07-15,2409.89,Internet Banking,Education,Little Genius
T0011338,C00610,2025-11-28,72.7,Mobile App,Dining,Kenny's Grill
T0004570,C00245,2025-05-03,110.56,Mobile App,Dining,KopiTiam Central
T0005108,C00278,2026-06-11,1189.84,Mobile App,Retail Shopping,Padini Store
T0002632,C00140,2025-04-13,2162.94,ATM,Education,TuitionPro
T0009918,C00532,2025-09-25,158.07,Internet Banking,Retail Shopping,Harvey Norman
T0003302,C00177,2025-07-13,2576.51,Mobile App,Education,TuitionPro
T0002415,C00130,2025-06-15,101.65,Debit Card,Groceries,FreshMart
T0011171,C00602,2025-09-23,1050.43,Mobile App,Retail Shopping,Padini Store
T0001729,C00096,2026-05-26,843.73,Mobile App,Retail Shopping,MR DIY
T0007200,C00385,2026-06-22,1375.64,ATM,Cash Withdrawal,ATM Withdrawal
T0014636,C00783,2025-08-07,422.42,Internet Banking,Utilities,Indah Water
T0012105,C00653,2025-09-26,87.46,Mobile App,Telco,Celcom
T0002172,C00118,2026-05-01,4316.4,Debit Card,Transfer,Instant Transfer
T0005558,C00301,2025-12-17,2877.72,Mobile App,Education,TuitionPro
T0011552,C00620,2026-03-06,309.84,Internet Banking,Utilities,Unifi
T0010808,C00582,2025-10-27,22.15,Branch,Healthcare,Caring Pharm
T0007362,C00394,2026-06-09,98.39,Branch,Fuel,Caltex Go
T0013896,C00747,2025-08-19,46.33,Debit Card,Telco,Maxis
T0005666,C00306,2026-07-15,65.97,Internet Banking,Utilities,Unifi
T0002808,C00150,2025-04-16,6525.06,ATM,Transfer,Instant Transfer
T0001057,C00057,2025-09-08,1101.89,Branch,Education,Coursera MY
T0002104,C00115,2026-07-15,1601.18,Mobile App,Cash Withdrawal,ATM Withdrawal
T0004286,C00231,2026-07-15,1044.17,Branch,Retail Shopping,H&M Central
T0003097,C00165,2025-10-15,11.04,Mobile App,Dining,Nasi Kandar House
T0012318,C00664,2025-10-07,464.86,Mobile App,Healthcare,Guardian Pharma
T0012642,C00681,2025-08-28,132.92,ATM,Telco,Yes 5G
T0011827,C00637,2026-07-15,715.68,Branch,Healthcare,Klinik Mediviron
T0011149,C00601,2025-02-09,5602.36,Mobile App,Transfer,Instant Transfer
T0009226,C00497,2025-06-12,6222.03,Mobile App,Transfer,Instant Transfer
T0001699,C00094,2025-07-09,276.41,Branch,Groceries,MyMart
T0006784,C00363,2025-11-15,526.77,Branch,Healthcare,Watsons
T0000042,C00002,2025-02-18,4777.83,Debit Card,Travel,MAS Booking
T0013823,C00743,2026-02-25,137.08,ATM,Fuel,ShellPlus
T0009748,C00523,2026-06-17,3645.02,Debit Card,Transfer,IBG Transfer
T0006707,C00359,2026-07-15,98.79,Mobile App,Utilities,Unifi
T0001521,C00085,2026-07-05,46.32,Mobile App,Fuel,PetroMax
T0006689,C00358,2025-04-05,252.54,Branch,Healthcare,Caring Pharm
T0009000,C00482,2025-12-18,205.86,Debit Card,Healthcare,Guardian Pharma
T0013193,C00709,2025-03-16,961.0,Mobile App,Retail Shopping,H&M Central
T0005844,C00315,2025-06-21,96.4,Mobile App,Fuel,Petronas Station
T0011472,C00617,2026-07-15,105.4,ATM,Telco,Digi
T0010834,C00585,2025-12-08,147.76,Mobile App,Telco,Yes 5G
T0002258,C00121,2025-06-30,2891.88,Debit Card,Education,EduBooks
T0003996,C00214,2025-10-01,2991.49,Internet Banking,Travel,Grab Rides
T0000977,C00053,2025-09-17,368.44,Debit Card,Utilities,Unifi
T0006080,C00325,2026-03-19,120.3,Branch,Fuel,ShellPlus
T0000817,C00045,2025-10-09,121.33,ATM,Entertainment,Spotify MY
T0005676,C00307,2025-10-27,460.87,Mobile App,Healthcare,Klinik Mediviron
T0009239,C00497,2025-10-28,1415.59,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0007266,C00388,2025-04-17,319.66,Internet Banking,Groceries,MyMart
T0005593,C00303,2026-02-13,6998.67,Mobile App,Transfer,IBG Transfer
T0010682,C00574,2026-01-08,1022.82,Branch,Retail Shopping,H&M Central
T0005479,C00297,2026-07-15,98.7,Internet Banking,Retail Shopping,Harvey Norman
T0000986,C00053,2025-06-27,764.4,Mobile App,Travel,Agoda MY
T0013084,C00704,2026-04-15,321.61,Branch,Healthcare,BP Healthcare
T0002636,C00140,2026-02-17,286.34,ATM,Telco,Yes 5G
T0005252,C00286,2025-06-13,237.94,Debit Card,Utilities,Air Selangor
T0014897,C00796,2026-01-22,197.22,QR Pay,Telco,Celcom
T0008165,C00439,2026-07-05,5714.78,Debit Card,Transfer,Instant Transfer
T0005312,C00289,2026-02-24,295.25,Mobile App,Groceries,GiantValue
T0011053,C00596,2026-07-15,136.59,Internet Banking,Dining,KopiTiam Central
T0004070,C00217,2025-06-20,1747.21,ATM,Travel,Agoda MY
T0004608,C00249,2026-06-10,1109.49,Mobile App,Retail Shopping,Padini Store
T0002187,C00118,2026-07-15,149.37,ATM,Fuel,PetroMax
T0013685,C00736,2025-05-10,984.16,Debit Card,Education,Little Genius
T0002922,C00156,2025-05-25,1143.12,Debit Card,Transfer,IBG Transfer
T0000551,C00030,2026-03-18,461.05,Branch,Healthcare,Guardian Pharma
T0014842,C00794,2025-09-24,141.26,Mobile App,Entertainment,Netflix MY
T0014736,C00788,2025-02-10,233.23,Branch,Fuel,Caltex Go
T0003292,C00177,2025-11-18,642.55,QR Pay,Healthcare,BP Healthcare
T0010762,C00579,2025-01-22,1993.59,QR Pay,Cash Withdrawal,ATM Withdrawal
T0014818,C00793,2025-04-13,743.22,ATM,Travel,KTM Berhad
T0011003,C00593,2025-10-25,146.36,Mobile App,Utilities,Unifi
T0012590,C00679,2026-04-21,337.19,Mobile App,Utilities,Astro
T0006224,C00333,2026-07-15,166.12,QR Pay,Dining,Sushi Express
T0009549,C00511,2025-06-20,199.24,Internet Banking,Entertainment,Netflix MY
T0004478,C00240,2026-07-15,274.97,ATM,Groceries,MyMart
T0008574,C00461,2025-09-11,1002.29,ATM,Travel,Agoda MY
T0008912,C00478,2025-06-27,1982.34,Internet Banking,Travel,Grab Rides
T0002319,C00124,2026-06-06,1551.6,Debit Card,Education,EduBooks
T0004885,C00264,2026-04-10,534.33,Internet Banking,Travel,Grab Rides
T0006222,C00333,2026-02-19,151.49,QR Pay,Dining,Kenny's Grill
T0006735,C00361,2025-11-16,45.48,Mobile App,Dining,Kenny's Grill
T0014095,C00756,2025-01-25,204.63,Debit Card,Telco,Yes 5G
T0005465,C00296,2026-07-15,1306.21,Debit Card,Education,Coursera MY
T0007899,C00424,2025-06-07,251.57,ATM,Telco,Yes 5G
T0002868,C00153,2026-04-29,34.66,Internet Banking,Dining,Nasi Kandar House
T0012563,C00677,2025-08-11,233.95,Internet Banking,Retail Shopping,H&M Central
T0012122,C00655,2025-10-18,280.98,Internet Banking,Telco,U Mobile
T0012378,C00668,2026-02-21,246.13,Mobile App,Fuel,BHP Fuel
T0001027,C00056,2025-02-21,1155.17,Mobile App,Retail Shopping,Uniqlo MY
T0006331,C00339,2025-10-17,60.68,Mobile App,Telco,Digi
T0003941,C00211,2026-07-15,3151.77,Debit Card,Transfer,IBG Transfer
T0001694,C00094,2025-06-19,216.57,Debit Card,Telco,Maxis
T0007934,C00426,2025-02-08,3958.94,ATM,Transfer,IBG Transfer
T0006304,C00337,2026-02-22,83.75,ATM,Dining,Sushi Express
T0004112,C00220,2026-05-19,1497.45,Mobile App,Cash Withdrawal,ATM Withdrawal
T0005290,C00288,2026-07-15,303.53,Internet Banking,Groceries,TescoLite
T0007310,C00391,2025-08-08,233.12,Internet Banking,Groceries,GiantValue
T0014773,C00790,2025-09-12,173.48,Mobile App,Entertainment,Netflix MY
T0003636,C00194,2025-02-17,272.27,Mobile App,Healthcare,Watsons
T0010226,C00550,2026-07-15,476.02,Debit Card,Retail Shopping,Padini Store
T0003048,C00162,2025-03-29,567.75,Mobile App,Retail Shopping,Uniqlo MY
T0003284,C00176,2026-07-15,992.05,Debit Card,Cash Withdrawal,ATM Withdrawal
T0005929,C00318,2026-07-15,55.88,QR Pay,Retail Shopping,MR DIY
T0011202,C00603,2025-10-10,133.16,Debit Card,Groceries,TescoLite
T0006464,C00344,2025-11-11,218.62,Mobile App,Fuel,PetroMax
T0009099,C00488,2025-02-21,136.28,QR Pay,Utilities,Air Selangor
T0006996,C00374,2025-06-04,608.88,Mobile App,Transfer,Instant Transfer
T0012366,C00668,2026-03-18,155.16,QR Pay,Fuel,Petronas Station
T0007543,C00406,2026-06-16,329.08,QR Pay,Healthcare,Watsons
T0009844,C00528,2025-12-31,191.93,Debit Card,Retail Shopping,Harvey Norman
T0000681,C00038,2026-07-15,1174.11,Branch,Travel,MAS Booking
T0014658,C00784,2025-08-21,619.21,Mobile App,Retail Shopping,H&M Central
T0010971,C00591,2026-03-04,683.22,QR Pay,Healthcare,Caring Pharm
T0011326,C00610,2025-08-10,219.18,ATM,Fuel,Caltex Go
T0010325,C00555,2026-01-21,203.66,Branch,Groceries,GiantValue
T0005204,C00284,2025-03-24,1521.23,Mobile App,Cash Withdrawal,ATM Withdrawal
T0011850,C00638,2025-12-24,3114.71,ATM,Travel,MAS Booking
T0004205,C00225,2026-04-29,72.63,Branch,Entertainment,Netflix MY
T0006654,C00355,2026-02-17,4820.53,Internet Banking,Travel,Grab Rides
T0007141,C00382,2025-02-19,17.21,Mobile App,Entertainment,Steam
T0001807,C00100,2025-04-26,72.8,Branch,Fuel,ShellPlus
T0004906,C00266,2025-03-21,53.56,QR Pay,Fuel,ShellPlus
T0004676,C00252,2026-03-23,37.55,Mobile App,Fuel,ShellPlus
T0000153,C00008,2025-03-05,264.69,Mobile App,Cash Withdrawal,ATM Withdrawal
T0006551,C00349,2025-06-23,404.44,ATM,Utilities,Astro
T0009756,C00523,2026-07-15,281.77,ATM,Groceries,FreshMart
T0003725,C00199,2026-02-01,241.53,Debit Card,Utilities,Unifi
T0014887,C00795,2025-10-25,323.13,Mobile App,Utilities,TNB Bill
T0014877,C00795,2026-04-27,2069.66,Mobile App,Education,Little Genius
T0012819,C00689,2025-06-01,1301.16,Debit Card,Education,Little Genius
T0013804,C00742,2026-07-15,179.6,Mobile App,Dining,Sushi Express
T0008640,C00464,2025-03-06,200.56,Internet Banking,Fuel,BHP Fuel
T0012446,C00671,2026-07-15,232.92,Debit Card,Telco,Maxis
T0008255,C00442,2026-07-15,564.99,Internet Banking,Travel,MAS Booking
T0011946,C00644,2026-07-15,547.2,Branch,Healthcare,Caring Pharm
T0001078,C00058,2025-10-01,574.72,Mobile App,Retail Shopping,H&M Central
T0007144,C00382,2026-07-15,796.73,Mobile App,Healthcare,Guardian Pharma
T0005683,C00307,2026-07-15,4170.42,Internet Banking,Travel,Agoda MY
T0004322,C00232,2025-10-07,152.68,Mobile App,Groceries,MyMart
T0002757,C00148,2026-07-15,578.35,QR Pay,Retail Shopping,Uniqlo MY
T0000061,C00003,2025-01-15,473.28,Mobile App,Cash Withdrawal,ATM Withdrawal
T0014523,C00777,2026-04-26,532.81,Internet Banking,Retail Shopping,MR DIY
T0009209,C00495,2025-03-08,427.44,ATM,Retail Shopping,H&M Central
T0012623,C00680,2025-10-11,1720.28,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0014356,C00769,2025-11-03,229.18,QR Pay,Telco,U Mobile
T0006795,C00364,2026-07-15,1813.82,Internet Banking,Education,Coursera MY
T0010966,C00591,2026-07-15,2556.71,Debit Card,Education,Little Genius
T0007962,C00427,2026-07-15,1043.89,Internet Banking,Travel,KTM Berhad
T0013354,C00717,2025-02-24,139.27,Debit Card,Utilities,Astro
T0000347,C00018,2026-04-01,315.13,Debit Card,Healthcare,Caring Pharm
T0007447,C00399,2025-01-19,167.5,QR Pay,Dining,Kenny's Grill
T0006093,C00326,2025-06-29,205.12,ATM,Groceries,TescoLite
T0011981,C00646,2025-11-10,2968.37,Branch,Travel,KTM Berhad
T0009782,C00524,2025-12-27,798.58,Mobile App,Retail Shopping,Padini Store
T0001795,C00099,2025-09-06,491.64,QR Pay,Utilities,Astro
T0004617,C00249,2026-04-03,109.86,Mobile App,Entertainment,Spotify MY
T0006558,C00350,2026-04-24,68.47,Mobile App,Entertainment,Steam
T0010032,C00538,2026-06-29,1948.91,QR Pay,Transfer,IBG Transfer
T0014869,C00795,2026-07-15,140.26,Mobile App,Telco,Maxis
T0012635,C00680,2026-07-15,1317.4,Branch,Cash Withdrawal,ATM Withdrawal
T0004640,C00250,2025-10-02,175.31,Branch,Fuel,PetroMax
T0007513,C00403,2025-01-02,2318.1,Debit Card,Travel,KTM Berhad
T0008692,C00466,2026-05-10,394.96,ATM,Healthcare,Guardian Pharma
T0005126,C00279,2025-04-05,3145.59,ATM,Transfer,DuitNow Transfer
T0011632,C00625,2025-07-26,304.45,Mobile App,Cash Withdrawal,ATM Withdrawal
T0001028,C00056,2025-05-24,154.79,Debit Card,Utilities,TNB Bill
T0003012,C00160,2025-02-02,39.95,ATM,Dining,Sushi Express
T0006718,C00360,2025-03-13,1070.22,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0009766,C00524,2025-08-25,454.98,Branch,Utilities,Astro
T0003380,C00182,2025-03-25,2884.33,Branch,Travel,MAS Booking
T0013079,C00703,2025-04-28,41.84,ATM,Fuel,PetroMax
T0005998,C00322,2026-06-23,1771.94,ATM,Cash Withdrawal,ATM Withdrawal
T0009381,C00504,2025-07-28,165.18,Debit Card,Fuel,PetroMax
T0004660,C00251,2025-05-18,2451.26,Internet Banking,Education,EduBooks
T0003909,C00209,2026-04-04,782.51,QR Pay,Cash Withdrawal,ATM Withdrawal
T0013103,C00705,2026-02-21,1028.07,Branch,Retail Shopping,Harvey Norman
T0009160,C00491,2026-07-15,99.0,ATM,Entertainment,Steam
T0006575,C00350,2026-07-15,2142.49,QR Pay,Education,Coursera MY
T0013465,C00725,2025-05-17,19.85,Mobile App,Dining,KopiTiam Central
T0002887,C00154,2026-07-15,725.73,Mobile App,Healthcare,Caring Pharm
T0010585,C00570,2025-03-18,344.95,Debit Card,Healthcare,Klinik Mediviron
T0003391,C00182,2026-04-29,273.23,Mobile App,Groceries,Jaya Grocer Co
T0007252,C00387,2026-01-08,894.02,Debit Card,Retail Shopping,Uniqlo MY
T0009556,C00512,2025-09-25,2614.54,Mobile App,Education,TuitionPro
T0001195,C00066,2025-10-25,760.51,ATM,Healthcare,Klinik Mediviron
T0007666,C00412,2025-09-06,61.04,Mobile App,Groceries,TescoLite
T0003613,C00193,2026-07-15,417.5,ATM,Healthcare,Watsons
T0012995,C00698,2026-07-15,216.96,QR Pay,Telco,U Mobile
T0008937,C00479,2025-05-18,49.25,Internet Banking,Fuel,PetroMax
T0005731,C00309,2026-07-15,195.43,Debit Card,Utilities,Unifi
T0012982,C00698,2025-12-07,1981.16,Mobile App,Cash Withdrawal,ATM Withdrawal
T0008215,C00440,2026-07-15,282.68,Debit Card,Travel,AirAsia
T0010013,C00537,2025-07-18,568.54,Debit Card,Education,SkillUp Academy
T0007698,C00414,2025-08-12,7171.04,Mobile App,Transfer,IBG Transfer
T0011819,C00636,2025-01-19,881.31,Mobile App,Retail Shopping,Harvey Norman
T0001820,C00101,2025-05-23,317.09,Mobile App,Healthcare,Caring Pharm
T0004221,C00227,2026-03-27,547.53,ATM,Healthcare,Klinik Mediviron
T0002430,C00131,2026-07-15,687.99,QR Pay,Cash Withdrawal,ATM Withdrawal
T0003898,C00209,2025-02-06,208.17,Mobile App,Entertainment,Steam
T0013454,C00725,2026-06-15,2935.23,Mobile App,Education,Coursera MY
T0005244,C00285,2026-06-09,1396.07,Debit Card,Transfer,Instant Transfer
T0013002,C00699,2026-04-02,4367.93,Mobile App,Transfer,DuitNow Transfer
T0004195,C00225,2026-02-15,1359.49,Mobile App,Travel,Agoda MY
T0005260,C00286,2025-05-07,1111.65,Debit Card,Cash Withdrawal,ATM Withdrawal
T0008731,C00468,2025-10-30,655.3,Debit Card,Cash Withdrawal,ATM Withdrawal
T0006909,C00370,2025-08-15,229.88,Mobile App,Telco,Yes 5G
T0011013,C00593,2026-07-15,72.16,Internet Banking,Groceries,Jaya Grocer Co
T0002443,C00131,2026-04-29,4295.03,Mobile App,Travel,Grab Rides
T0014797,C00792,2025-02-16,143.59,ATM,Fuel,Petronas Station
T0004374,C00235,2026-02-21,1819.54,Mobile App,Transfer,IBG Transfer
T0000965,C00052,2026-06-06,1267.2,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0010207,C00548,2026-07-15,179.74,Debit Card,Dining,BurgerLab
T0014725,C00787,2026-03-19,1640.43,Mobile App,Education,Coursera MY
T0002188,C00118,2026-07-15,5570.8,Branch,Transfer,Instant Transfer
T0009376,C00504,2026-04-18,517.88,QR Pay,Retail Shopping,Padini Store
T0008920,C00478,2025-04-04,166.79,Mobile App,Dining,BurgerLab
T0003655,C00195,2026-01-06,139.34,ATM,Entertainment,Steam
T0007425,C00398,2026-07-15,938.72,Debit Card,Retail Shopping,Harvey Norman
T0000469,C00026,2025-01-21,698.95,Branch,Education,EduBooks
T0012728,C00685,2026-07-15,2815.96,Debit Card,Travel,Grab Rides
T0004904,C00266,2026-01-08,844.11,Mobile App,Cash Withdrawal,ATM Withdrawal
T0007011,C00375,2026-04-05,2464.18,ATM,Education,Little Genius
T0013364,C00718,2026-07-15,152.23,ATM,Retail Shopping,Uniqlo MY
T0001749,C00096,2026-07-15,99.73,ATM,Fuel,Caltex Go
T0002573,C00137,2026-02-15,171.86,Mobile App,Groceries,TescoLite
T0012627,C00680,2026-03-07,969.5,ATM,Retail Shopping,Harvey Norman
T0006661,C00355,2026-04-26,46.16,QR Pay,Dining,Nasi Kandar House
T0003783,C00204,2025-01-14,1098.87,ATM,Education,SkillUp Academy
T0006809,C00364,2025-05-02,242.62,Internet Banking,Entertainment,Steam
T0004080,C00218,2026-07-15,72.89,Debit Card,Groceries,MyMart
T0003567,C00190,2025-07-22,1724.52,Branch,Education,Little Genius
T0004765,C00259,2026-02-12,177.65,Mobile App,Telco,Digi
T0004956,C00268,2026-01-21,176.82,Internet Banking,Fuel,Petronas Station
T0013263,C00712,2025-09-10,159.8,ATM,Dining,KopiTiam Central
T0002240,C00120,2025-11-05,90.21,Debit Card,Fuel,Petronas Station
T0011741,C00633,2025-01-11,965.87,Mobile App,Cash Withdrawal,ATM Withdrawal
T0002156,C00117,2026-07-15,499.11,Mobile App,Healthcare,Klinik Mediviron
T0008673,C00465,2026-01-31,150.67,Mobile App,Education,TuitionPro
T0013559,C00730,2025-06-05,59.24,QR Pay,Telco,Digi
T0010007,C00537,2026-07-15,108.41,Internet Banking,Entertainment,Steam
T0002905,C00155,2025-05-10,1107.87,Mobile App,Retail Shopping,MR DIY
T0011830,C00637,2026-05-16,66.33,Branch,Telco,Digi
T0007938,C00426,2026-07-15,6418.57,Debit Card,Transfer,IBG Transfer
T0004783,C00259,2026-06-05,88.4,Debit Card,Utilities,Astro
T0001301,C00073,2026-03-03,1594.16,Branch,Travel,MAS Booking
T0005165,C00281,2025-07-12,184.4,Mobile App,Groceries,FreshMart
T0002460,C00132,2026-07-15,311.15,Mobile App,Utilities,Unifi
T0006538,C00348,2025-05-02,420.25,Debit Card,Retail Shopping,Uniqlo MY
T0010880,C00587,2026-07-15,137.12,Mobile App,Telco,U Mobile
T0012916,C00696,2026-06-23,200.66,ATM,Telco,Digi
T0007424,C00398,2026-03-25,1859.3,Mobile App,Transfer,IBG Transfer
T0003924,C00210,2026-01-28,221.46,Debit Card,Telco,Celcom
T0009802,C00525,2026-03-28,412.26,QR Pay,Healthcare,Watsons
T0003434,C00184,2025-05-13,92.36,ATM,Dining,Kenny's Grill
T0005413,C00293,2026-07-15,122.89,Mobile App,Fuel,ShellPlus
T0010048,C00540,2026-07-15,787.53,Mobile App,Healthcare,Watsons
T0012840,C00690,2025-03-06,88.25,Mobile App,Groceries,MyMart
T0014657,C00784,2026-04-24,4412.77,Internet Banking,Travel,Agoda MY
T0002309,C00124,2026-03-29,229.03,Internet Banking,Healthcare,Klinik Mediviron
T0012661,C00682,2025-09-23,194.74,ATM,Dining,BurgerLab
T0013925,C00748,2026-06-11,265.1,Mobile App,Retail Shopping,MR DIY
T0000080,C00004,2025-07-16,346.97,Debit Card,Healthcare,BP Healthcare
T0001388,C00078,2026-07-15,243.44,Branch,Entertainment,Netflix MY
T0007337,C00392,2025-12-06,261.47,Mobile App,Telco,U Mobile
T0010638,C00572,2025-06-27,83.37,Internet Banking,Retail Shopping,Padini Store
T0009851,C00528,2026-04-01,166.14,Debit Card,Entertainment,Netflix MY
T0013528,C00728,2025-09-13,3529.45,Mobile App,Travel,MAS Booking
T0010874,C00587,2026-02-08,209.48,Debit Card,Entertainment,TGV Movies
T0001036,C00056,2025-05-23,335.86,Mobile App,Education,Little Genius
T0011421,C00614,2025-07-02,531.57,Internet Banking,Healthcare,Caring Pharm
T0008063,C00433,2026-07-15,221.48,Mobile App,Fuel,ShellPlus
T0004053,C00216,2025-05-30,7927.31,QR Pay,Transfer,DuitNow Transfer
T0003439,C00184,2025-05-27,148.35,Debit Card,Utilities,Astro
T0008797,C00471,2026-07-15,138.92,QR Pay,Groceries,GiantValue
T0006862,C00367,2025-12-13,4461.13,Mobile App,Travel,MAS Booking
T0012850,C00691,2025-10-24,132.82,Mobile App,Healthcare,Caring Pharm
T0007645,C00412,2025-03-23,230.02,Debit Card,Transfer,DuitNow Transfer
T0005166,C00281,2025-04-09,113.18,Branch,Entertainment,Netflix MY
T0007478,C00401,2025-04-28,91.24,Mobile App,Entertainment,TGV Movies
T0007089,C00379,2025-08-25,2238.78,ATM,Education,EduBooks
T0005584,C00302,2026-06-02,1362.06,ATM,Travel,MAS Booking
T0003217,C00173,2026-07-15,469.01,Debit Card,Healthcare,BP Healthcare
T0003412,C00183,2026-07-15,481.65,Mobile App,Utilities,Air Selangor
T0006026,C00323,2025-11-21,4605.43,Debit Card,Travel,AirAsia
T0006018,C00322,2026-02-09,207.81,Debit Card,Groceries,MyMart
T0006566,C00350,2026-07-15,105.66,Debit Card,Dining,Nasi Kandar House
T0013597,C00732,2026-02-09,89.31,Mobile App,Dining,Sushi Express
T0008806,C00472,2025-04-16,197.12,Internet Banking,Groceries,MyMart
T0010409,C00559,2025-07-24,182.26,Internet Banking,Telco,Maxis
T0007331,C00392,2025-03-13,2562.12,ATM,Travel,Agoda MY
T0005622,C00304,2026-05-18,596.76,Mobile App,Healthcare,Guardian Pharma
T0013072,C00703,2025-05-15,244.77,ATM,Utilities,TNB Bill
T0007442,C00399,2025-04-22,1323.95,ATM,Education,TuitionPro
T0002393,C00129,2025-12-15,248.85,Mobile App,Utilities,Unifi
T0014338,C00768,2025-04-02,115.35,Mobile App,Telco,U Mobile
T0002019,C00111,2025-09-12,273.85,Debit Card,Cash Withdrawal,ATM Withdrawal
T0006397,C00342,2025-04-12,223.31,Debit Card,Groceries,TescoLite
T0010398,C00559,2025-03-09,45.38,Mobile App,Groceries,MyMart
T0006864,C00368,2025-02-23,1239.64,Debit Card,Education,Little Genius
T0011755,C00633,2026-07-15,46.13,Internet Banking,Groceries,MyMart
T0013269,C00712,2026-07-15,1112.95,Debit Card,Retail Shopping,MR DIY
T0000465,C00025,2026-07-15,1025.11,Branch,Cash Withdrawal,ATM Withdrawal
T0003548,C00189,2026-06-25,143.82,Internet Banking,Entertainment,Spotify MY
T0006059,C00324,2026-07-15,31.07,Mobile App,Fuel,Caltex Go
T0014941,C00798,2025-09-01,240.67,QR Pay,Entertainment,Steam
T0014209,C00762,2026-07-15,160.72,Internet Banking,Groceries,Jaya Grocer Co
T0007568,C00407,2025-04-25,115.67,Branch,Entertainment,TGV Movies
T0013426,C00722,2025-11-25,199.01,Debit Card,Fuel,Caltex Go
T0012700,C00684,2026-07-15,1018.33,Mobile App,Education,EduBooks
T0000053,C00003,2026-04-29,155.38,QR Pay,Dining,Nasi Kandar House
T0004692,C00254,2025-04-21,33.09,ATM,Healthcare,Guardian Pharma
T0013627,C00733,2026-04-28,425.76,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0005218,C00284,2026-02-14,292.97,Mobile App,Utilities,Air Selangor
T0001527,C00085,2026-01-21,153.29,Internet Banking,Fuel,PetroMax
T0011014,C00593,2026-07-14,58.36,ATM,Dining,KopiTiam Central
T0002333,C00125,2026-07-15,1156.19,QR Pay,Travel,AirAsia
T0013227,C00711,2026-07-15,282.38,Mobile App,Groceries,FreshMart
T0009224,C00496,2025-06-18,1163.97,Debit Card,Education,Coursera MY
T0009473,C00508,2026-05-21,1622.83,QR Pay,Education,Coursera MY
T0007536,C00405,2025-11-25,1207.71,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0009738,C00522,2026-07-15,439.92,Debit Card,Retail Shopping,Uniqlo MY
T0010229,C00550,2026-07-15,356.25,Mobile App,Healthcare,Watsons
T0007032,C00377,2026-07-15,2871.76,Internet Banking,Transfer,Instant Transfer
T0009170,C00492,2025-03-14,450.28,Mobile App,Utilities,Indah Water
T0000503,C00027,2025-07-24,137.83,ATM,Retail Shopping,Padini Store
T0008224,C00441,2026-06-23,580.29,ATM,Cash Withdrawal,ATM Withdrawal
T0012919,C00696,2026-04-12,747.49,Debit Card,Retail Shopping,Uniqlo MY
T0003252,C00175,2026-07-08,234.01,ATM,Entertainment,GSC Cinemas
T0000482,C00026,2026-01-10,1663.44,ATM,Education,EduBooks
T0006760,C00362,2026-04-09,37.73,Internet Banking,Entertainment,Steam
T0005319,C00289,2025-07-21,50.28,Mobile App,Fuel,PetroMax
T0000199,C00010,2026-05-27,314.57,ATM,Groceries,MyMart
T0001826,C00101,2026-03-05,2099.59,QR Pay,Transfer,IBG Transfer
T0003765,C00202,2026-01-27,1036.22,Mobile App,Cash Withdrawal,ATM Withdrawal
T0004285,C00231,2026-05-05,102.33,Branch,Dining,Nasi Kandar House
T0009063,C00486,2026-03-16,1927.69,Mobile App,Education,Coursera MY
T0008833,C00473,2026-01-07,708.04,Internet Banking,Healthcare,Klinik Mediviron
T0012420,C00670,2026-07-15,686.65,Mobile App,Retail Shopping,Uniqlo MY
T0010890,C00588,2026-07-15,7384.94,ATM,Transfer,IBG Transfer
T0008864,C00474,2025-05-17,191.35,Internet Banking,Entertainment,Netflix MY
T0012976,C00698,2025-08-16,1801.64,Mobile App,Education,Little Genius
T0011187,C00603,2026-07-15,436.81,Branch,Utilities,Unifi
T0000449,C00024,2026-07-15,852.27,ATM,Education,Little Genius
T0006933,C00371,2026-06-06,87.69,Internet Banking,Fuel,BHP Fuel
T0000707,C00039,2025-04-14,233.29,Branch,Retail Shopping,H&M Central
T0012018,C00648,2025-03-14,690.32,ATM,Retail Shopping,Harvey Norman
T0014534,C00778,2026-06-08,46.45,QR Pay,Utilities,Unifi
T0007392,C00395,2026-07-15,26.56,Debit Card,Entertainment,Netflix MY
T0013030,C00701,2025-11-29,2921.13,QR Pay,Travel,AirAsia
T0004128,C00221,2026-07-15,62.17,Debit Card,Entertainment,Netflix MY
T0007261,C00388,2025-05-22,151.49,Mobile App,Dining,Kenny's Grill
T0004016,C00214,2025-11-18,1184.68,Branch,Cash Withdrawal,ATM Withdrawal
T0000597,C00032,2026-07-15,2172.78,QR Pay,Education,TuitionPro
T0005080,C00277,2026-07-15,1738.3,Debit Card,Education,EduBooks
T0001097,C00060,2026-03-02,227.01,Debit Card,Education,Little Genius
T0003557,C00189,2026-07-15,499.11,ATM,Healthcare,Klinik Mediviron
T0006376,C00341,2026-01-31,166.92,Debit Card,Utilities,Unifi
T0001210,C00067,2025-05-23,158.12,Mobile App,Entertainment,TGV Movies
